phylum[5]	Ascomycota[4890]	Saccharomycetes[4891],Eurotiomycetes[147545],Sordariomycetes[147550],Schizosaccharomycetes[147554]
phylum[5]	Basidiomycota[5204]	Tremellomycetes[155616]
phylum[5]	Apicomplexa[5794]	Aconoidasida[422676]
phylum[5]	Nematoda[6231]	Chromadorea[119089]
phylum[5]	Arthropoda[6656]	Insecta[50557]
phylum[5]	Chordata[7711]	Amphibia[8292],Mammalia[40674]
phylum[5]	Streptophyta[35493]	Brassicales[3699],Liliopsida[4447]
kingdom[2]	Fungi[4751]	Chytridiomycota[4761],Ascomycota[4890],Basidiomycota[5204],Microsporidia[6029]
kingdom[2]	Viridiplantae[33090]	Streptophyta[35493]
kingdom[2]	Metazoa[33208]	Nematoda[6231],Arthropoda[6656],Chordata[7711]
superkingdom[1]	Eukaryota[2759]	Apicomplexa[5794]
superkingdom[1]	Eukaryota[2759]	Apicomplexa[5794],Fungi[4751],Viridiplantae[33090],Metazoa[33208]
